Course Code,Course Name,Credits,Prereqs,Description
FINC 320,Principles of Financial Planning,3,"FINC 311, FINC 311","Introduces the financial planning process and provides an overview of the specific areas of risk management and insurance, retirement, and investments. Topics include personal financial statements, cash flow and debt management, asset acquisition, education planning, the regulatory environment, the business of financial planning and ethics."
FINC 321,Insurance Planning,3,"FINC 311, FINC 311","Examines insurance and risk management decisions in personal financial planning. Topics include life, medical, disability, property, casualty, homeowners, liability, and auto insurance. Other topics include tax issues, annuities, group life insurance, long term care, and business insurance."
FINC 322,Retirement Planning,3,"FINC 311, FINC 311","Focuses on public (Social Security, Medicare, and Medicaid) and private (defined benefit and defined contribution plans) retirement plans and discusses issues that individuals face in retirement such as life-style choices and medical issues."
FINC 354,Special Topics in Finance,3,FINC 311,Description not available.
FINC 364,Finance in Practice,3,FINC 311,Requires completion of at least 120 hours of finance-related internship with verification by the hiring company. Term paper relating the real-world duties and experiences of the internship to principles learned in the classroom also required.
FINC 366,Independent Study,1-6,No prerequisites.,Description not available.
FINC 367,SEMINAR,1-6,No prerequisites.,Description not available.
FINC 392,Seminar on International Financial Management,3,"FINC 311, FINC 311",Seminar at an overseas location on selected topics in international financial management.  Combines lectures and visits to local organizations.  Research paper.
FINC 412,Capital Markets & Financial Institutions,3,"FINC 314, ECON 308","Examines various types of financial institutions. Topics include structure, performance, asset/liability management, regulation and current issues that impact operational structures."
FINC 413,Capstone: Advanced Corporate Finance,3,"FINC 311, FINC 312, FINC 314","This capstone seminar course studies three different intersections of topics in global corporate finance: the intersections of a) currency and interest rate risk management, b) capital raising and securities market trading, and c) strategy and international financial management. The course emphasizes reports, exercises, cases, discussions, presentations, and analysis of financial news."
FINC 414,Bank Management,3,FINC 412,"Examines the management of commercial banks and similar institutions. Topics include funds and capital management, liquidity and credit standards, and lending and trust operations."
FINC 415,International Finance,3,FINC 311,"Examines the international monetary environment and its impact on financial planning for the firm. Topics include exchange rates, currency restrictions, tax regulations, direct investment theory, capital budgeting, financing, risk management, and working capital management."
FINC 416,Derivative Securities and Risk Management,3,FINC 314,"Introduces the pricing, trading and use of derivative securities (forwards, futures, swaps and options contracts), emphasizing the management of risk arising from the volatility of exchange rates, interest rates and commodity and equity prices."
FINC 418,Seminar in Corporate Governance,3,FINC 311,"Examines current issues in corporate governance. Topics include executive compensation, shareholder resolutions and board of director ownership and accountability."
FINC 419,Financial Modeling and Valuation,3,"FINC 312, FINC 314","Financial modeling techniques to value IPOs, mergers, private equity transactions, and leveraged buyouts. Explore the economic principles supporting these techniques and apply them to various transaction types using real financial data. Focus is on bridging the gap between theory and practice."
FINC 420,Meet The Market,1,No prerequisites.,Prepares students intending to pursue careers in finance markets about the latest innovations in the practice of finance. Course primarily consist of seminars delivered by leading finance professionals.
FINC 425,Financial Plan Development,3,"FINC 320, FINC 321, FINC 322","The capstone experience engages students in critical thinking and decision making about personal financial management topics, integrating the knowledge gained in previous courses into a cohesive, inclusive understanding of the financial planning process. A key component of this module will be to develop a comprehensive financial plan."
FINC 426,Trust Management Symposium,3,"ACCT 416, ACCT 418, ACCT 450","Go through the process of managing a trust, addressing corpus and income management, the needs of income and residual beneficiaries, and the legal obligations imposed on a fiduciary for multi-participant trusts and traditional trusts. Utilize a combination of case studies, presentations, and project work to achieve the learning objectives."
FINC 430,Fintech and Data Science for Finance,3,"MISY 262, FINC 311, FINC 312","Overview of the fintech industry, considering both company stories and strategies. Develop foundation skills in a selection of computing and data science topics that are useful in fintech, including R, Jupyter Notebooks, and machine learning. Apply these skills in some analytical projects relating to fintech. Grading will be based on cases, projects, homework, and presentations. "
FINC 459,Startup Finance & Raising Capital for Entrepreneurs,3,No prerequisites.,"Examines the sources of capital for new and growing companies with a special emphasis on angel investment, venture capital, private equity, and non-dilutive and other niche options; the management of cash flows; uses of capital; and financial statement presentation and analysis (a cornerstone of valuation, lending/borrowing, and investing). Case examples and live projects are emphasized to provide students with firsthand experience in financial decision making for startup and emerging growth businesses."
FINC 462,Fixed Income Securities,3,"FINC 311, FINC 314",An overview of the fixed income markets and instruments within those markets. Focus is on valuation and analysis of fixed income instruments and the roles of different participants within the fixed income markets.
FINC 466,Independent Study,1-6,No prerequisites.,Description not available.
FINC 467,SEMINAR,1-6,No prerequisites.,Description not available.
FREN 105,French ,3-4,No prerequisites.,"Introduction to the French language and development of speaking, listening, reading and writing skills through the use of basic texts."
FREN 106,French I,3-4,FREN 105,"Completion of basic French. Increasing mastery of the basic skills of speaking, listening, reading and writing."
FREN 107,French II,3-4,FREN 106,"Review of grammar, continued practice in speaking and writing, and reading texts of average difficulty."
FREN 114,French for Fashion,1,No prerequisites.,"French for Fashion is a one-credit elementary course (pass/fail) designed for beginners. With its emphasis on Paris and fashion, it prepares students for the winter FASH study abroad program, but anyone may take the course."
FREN 166,SPECIAL PROBLEM,1-4,No prerequisites.,Description not available.
FREN 167,SEMINAR,1-6,No prerequisites.,Description not available.
FREN 200,Grammar and Composition,3,FREN 107.,Intensive grammar review of all major verb tenses and grammatical concepts (such as object pronouns). Emphasis is on grammar improvement through reading and writing.
FREN 205,French Conversation,3,"FREN 107, FREN 200","Practical use of French by means of oral reports and discussions. Emphasis on improvement of basic conversational skills. Grammar review where appropriate, and/or some written work."
FREN 206,Culture Through Conversation,3,FREN 107,Discussion of topics drawn from contemporary French life. Designed for students who wish to broaden their knowledge of French culture while improving their oral and aural language skills.
FREN 207,French Caribbean past and present,3,No prerequisites.,"Introduction to contemporary French Caribbean, its history, its culture, its people, their way of life and the issues confronting them. Focuses on Martinique."
FREN 208,Contemporary France I,3,No prerequisites.,"An introduction to contemporary France, its culture, its people, their way of life and the issues confronting them."
FREN 209,French Conversation Through Film,3,"FREN 107, FREN 200",Development of oral proficiency in French through discussion and analysis of major French films. Some written work and grammar review where appropriate.
FREN 211,French Reading and Composition,3,"FREN 200, FREN 107",Reading and discussion of French literature. Frequent compositions. Grammar review where appropriate.
FREN 250,Introduction to Business French,3,"
","Familiarizes students with characteristics of business French (terminology, syntactical patterns, etc.) and policies and practices of the French business community."
FREN 266,SPECIAL PROBLEM,1-3,No prerequisites.,Description not available.
FREN 267,SEMINAR,1-6,No prerequisites.,Description not available.
FREN 301,Self and Society,3,FREN 211,"A thematic and historical approach to French narrative from the Renaissance to the present day, focusing on the conflict between individual behavior and societal norms. Fosters understanding of French culture, history, and institutions."
FREN 302,"Love, Passion, Faith and Death",3,FREN 211,"An approach to French literature from the Renaissance to the contemporary era focusing on the themes of love, passion, faith and death, with particular attention to the historical context of the works studied. Through the exploration of poems and theater by major authors including Ronsard, Corneille, Hugo, and Baudelaire, the course fosters understanding of French culture, history, and institutions. "
FREN 303,Texts and Contexts,3,FREN 211,Description not available.
FREN 305,French Conversation and Composition,3,FREN 211,"Discussion of cultural, social and political topics in French-speaking countries. Vocabulary building, grammar exercises and compositions."
FREN 306,Practical Oral/Written Expression,3,No prerequisites.,"Strengthens grammar and vocabulary skills in preparation for advanced courses. Class exercises include oral exposes, discussion of articles and videos, textual analysis, and compositions."
FREN 307,Practical Oral Expression,3,No prerequisites.,"Strengthens grammar and vocabulary skills in preparation for advanced courses, as well as everyday oral communication situations. Class exercises include oral exposes, skits, and discussion of articles & videos."
FREN 308,Contemporary France,3,No prerequisites.,"Discussion and study of issues related to contemporary cultural, political and social developments in France, including its people in today’s European community."
FREN 309,Practical Written Expression,3,FREN 211,"Strengthens grammar and vocabulary skills through regular writing practice. Class exercises include compositions, analysis of literary texts, and study of authentic documents."
FREN 314,French Phonetics,3,No prerequisites.,"Studies the sounds of the French language (both individual phonemes and items of connected speech, such as liaison, linking, intonation, etc.). Helps improve pronunciation of the language."
FREN 325,French Civilization I,3,No prerequisites.,A study of French cultural history from Gaul to the French Revolution.
FREN 326,French Civilization II,3,No prerequisites.,A study of French cultural history from the French Revolution to 1945.
FREN 350,Advanced Business French,3,FREN 250,"Development of strategies to initiate and maintain oral and written communication in the world of business. Acquisition of commercial vocabulary, practice in speaking French in business situations, letter writing and article reading. Functional and cultural approach."
FREN 355,Special Topics:,3,No prerequisites.,Explores an area of special interest in French literature or culture studies.
FREN 366,Independent Study,1-3,No prerequisites.,Description not available.
FREN 367,SEMINAR,1-6,No prerequisites.,Description not available.
FREN 375,Introduction to French Culture and Society,3,FREN 211,"Topics in French and Francophone culture and society. Regions might include Africa, the Caribbean and/or Europe. Sample topics: foodways; migration; race; colonial legacies. Taught in French. See supplemental course description for current section in Courses Search."
FREN 376,Introduction to French Culture and Society,3,No prerequisites.,Description not available.
FREN 403,Structure of French,3,FREN 314,"Study of the sounds, morphology and syntax of the French language, as well as of discursive phenomena. Introduces students to the science of lingustics as applied to French.Taught in French."
FREN 404,Advanced Composition and Grammar,3,No prerequisites.,"Intensive writing practice in French (seven compositions, all to be revised), with systematic grammar review: past tenses, articles, adjectives, participles, passive voice, the conditional, the subjunctive, concordance of verb tenses, demonstrative pronouns."
FREN 405,Translation and Stylistics,3,"FREN 301, FREN 302, FREN 303",Focuses on vocabulary and translation skills (from French into English and vice-versa).
FREN 406,Advanced French Language,3,No prerequisites.,Grammatical structure and stylistics with special attention given to technical vocabulary and discourse.
FREN 407,Advanced Oral French,3,No prerequisites.,"Varied activities help students develop their oral expression and comprehension and gain confidence in oral communication situations. Class exercises include oral exposes, skits, discussion of articles and videos."
FREN 409,Advanced Written French,3,No prerequisites.,"Strengthens grammar and vocabulary skills through regular writing practice. Class exercises include compositions, analysis of literary texts, and study of authentic documents. Study of grammar and stylistics, with special attention given to technical vocabulary and discourse."
FREN 411,Great Authors I: 1100-1750,3,"FREN 301, FREN 302, FREN 303","Selected readings of master authors and works from the Middle Ages to the Age of Enlightenment. Authors may include Villon, Rabelais, Montaigne, Moliere, Corneille, Mme. de Lafayette, Montesquieu, Voltaire, and others."
FREN 412,Great Authors II: 1750-Present,3,"FREN 301, FREN 302, FREN 303","Selected readings of master authors and works from the dawn of Romanticism to the present. Authors may include Prevost, Rousseau, Hugo, Flaubert, Baudelaire, Gide, Proust, Camus, Sartre, Ionesco, Beckett, Duras, and others."
FREN 423,French Medieval Literature,3,"FREN 301, FREN 302, FREN 303",Survey of French literature to 1500.
FREN 424,French Renaissance Literature,3,"FREN 301, FREN 302, FREN 303","Selected works by Rabelais, the poets of the Pleiade, Montaigne, and others."
FREN 437,Seventeenth Century French Theatre,3,"FREN 301, FREN 302, FREN 303","Growth of French dramatic literature before 1715 and analysis of the principal plays of Corneille, Racine, and Moliere."
FREN 438,Seventeenth Century French Poetry and Prose,3,"FREN 301, FREN 302, FREN 303","Representative novelists, poets, critics and moralists from Descartes and Pascal to La Fontaine, Boileau, Mme. de La Fayette, and others."
FREN 441,The Eighteenth Century:  The Age of Voltaire,3,"FREN 301, FREN 302, FREN 303","Novels, plays, essays and poetry of such authors as Montesquieu, Marivaux, Prevost, and Voltaire."
FREN 442,The Eighteenth Century:  The Age of Rousseau,3,"FREN 301, FREN 302, FREN 303","Novels, plays, essays and poetry of such authors as Diderot, Rousseau, Beaumarchais, and Chenier."
FREN 445,Nineteenth Century French Novel,3,"FREN 301, FREN 302, FREN 303","The novel from Romanticism to Naturalism. Chateaubriand, Balzac, Stendhal, Flaubert, Zola and others."
FREN 446,Nineteenth Century French Poetry and Theatre,3,"FREN 301, FREN 302, FREN 303","Poets and dramatists representative of Romanticism, Realism and the Symbolist movement."
FREN 451,Twentieth Century French Literature: The Age of Anxiety and the Absurd,3,"FREN 301, FREN 302, FREN 303","Main trends from Gide, Celine and Malraux to Camus, Sartre and Beckett, including Surrealism, Existentialism, and the Theatre of the Absurd."
FREN 452,Aspects of Contemporary French Literature,3,"FREN 301, FREN 302, FREN 303","A study of contemporary French literature, including novels, plays, essays and poetry of such authors as Robbe-Grillet, Sarraute, Perec, Tournier, Duras, Ponge, Bonnefoy, Jaccottet, and Barthes."
FREN 453,Contemporary French Civilization: 1958-Present,3,"FREN 301, FREN 302, FREN 303","Culture, customs, and political & economic life in France since 1958."
FREN 454,French Cinema,3,"FREN 301, FREN 302, FREN 303","Study of modern French cultural history through the films of such masters as Vigo, Gance, Pagnol, Renoir, Bresson, Resnais, Malle, and others."
FREN 455,"Selected Authors, Works and Themes",3,"FREN 301, FREN 302, FREN 303",Works of one or more outstanding authors or on a special theme.
FREN 456,French Theater Workshop,3,"FREN 301, FREN 302, FREN 303","Study of French theater of different periods and genres, with an emphasis on staging and performance. Class activities include dramatic readings, improvisation, and exercises to improve diction. Culminates in a public presentation of students’ work."
FREN 457,The Francophone World,3,"FREN 301, FREN 302, FREN 303","Examines the social, cultural, political, and historical aspects of various regions of the Francophone world (the Maghreb, Sub-Saharan Africa, the Caribbean, South East Asia [Vietnam] and Lebanon) as well as the Beur (descendants of the first generation of Maghrebi immigrants) phenomenon in the French banlieue (suburbs). Texts and films serve as points of entry into these multicultural communities."
FREN 458,Francophone African Cinema,3,"FREN 301, FREN 302, FREN 303","The cinemas of Francophone Africa from the 1960s to the present. Analysis of how African filmmakers have challenged and refocused prior and degrading images by creating new depictions of their societies, and offering Africa through African eyes. Exploration of the social, historical, and political contexts of these films as well as examination of each of them closely to better understand their aesthetic and narrative characteristics. Appreciation of local frameworks of knowledge and of recent theoretical developments in film studies."
FREN 459,"Negritude, Antillanite, Creolite",3,"FREN 301, FREN 302, FREN 303","Focuses on the literary movements of Negritude, Antillanité, and Creolité, and their relation to Caribbean identity, culture and history, as well as to the field of Francophone postcolonial studies."
FREN 460,Littérature Francophone Issue de l’Immigration,3,"
","Introduction to literary productions by African, Caribbean, and Asian immigrants in France. Acquire a understanding of relevant strands of current theoretical thinking through close analysis of texts. Examine recurrent themes and forms in immigrant literature, including: representation of identity; concepts of origins; intersection of race, class and gender; and textual strategies underpinning these considerations. Examine different ways these authors are redefining French literature."
FREN 466,Independent Study,1-3,No prerequisites.,Description not available.
FREN 467,SEMINAR,1-6,No prerequisites.,Description not available.
FREN 475,Topics in French Culture and Society,3,"FREN 301, FREN 302, FREN 303","Topics in French and Francophone culture and society. Regions might include Africa, the Caribbean and/or Europe. Sample topics: foodways; migration; race; colonial legacies. Taught in French. See supplemental course description for current section in Courses Search."
FREN 476,Topics in French Culture and Society,3,No prerequisites.,Description not available.
GAME 201,Introduction to Game Studies,3,No prerequisites.,"Examine the major genres of videogames produced around the world, and major critical approaches taken by academics to the study of those games. Issues for discussion may include the dominance of console platforms in some markets and PC gaming in others; ethics and violence in games; representations of gender and race; processes of immersion and identification in different game types; and the effect of increasingly realistic environments and cinematics."
GAME 351,Videogames and Japanese Culture,3,No prerequisites.,"Examines Japanese videogames from both a ludological and narratological perspective. Genres studies include the JRPG, stealth action, simulation and fighting games."
GAME 352,Videogames and Latin American Culture,3,No prerequisites.,"Explores the relationship between videogames and culture by analyzing both in-game cultural representation and the real-life economic, political and societal effects of games across Latin America."
GAME 401,Game Studies and eSports Internship,1-3,No prerequisites.,"The Game Studies and Esports Internship provides a hands-on educational experience. The internship is based on practical experience working directly in the games and esports industry, combined with traditional academic components. Student activities include the application of important theories/concepts gleaned from prior coursework, informing periodic reflection assignments. Towards the end of spring semester or summer session, students will deliver a formal oral presentation to their fellow Game Studies and esports students, faculty members, and professionals in the field. These presentations will be open to the university community and general public. Lastly, evaluation surveys will be completed by both the student intern and the on-site supervisor. These evaluations will help the course instructor measure the overall quality of the internship learning experience and the quality of the student’s performance. "
GAME 490,Capstone Seminar in Game Studies and eSports,3,No prerequisites.,"This Capstone Seminar focuses on the multifaceted process of video game development, distribution and reception. Each week’s discussion will focus on one facet of a typical game development workflow (i.e., Writing, Programming, Sound), or a specific aspect of game reception (i.e., Game Analysis, eSports, Community Outreach). Likewise, the course highlights the fundamental role of diversity and inclusion for understanding game culture and the game industry, examining the intersections of gender, race, sexual identity and nationality on video game production and consumption. Ultimately, this Capstone Seminar will give GAME majors the interdisciplinary tools to understand the many steps involved in game development, as well as the many perspectives that inform the reception of video games by critics and audiences. It will also provide the structure to allow senior GAME majors to complete a final Capstone Project, as the culmination to their studies in the major."
GEOG 101,Physical Geography,3,No prerequisites.,"Our Earth’s physical geography derives from dynamic interactions among the four environmental spheres - the atmosphere (air), hydrosphere (water), biosphere (life), and landforms (rocks and soils). Explores the physical elements of our environment, the processes involved in their development, their distribution, and their interrelationships. Natural processes and modification by humans serve as the central focus, as well as the emphasizing the specialized geographic tools used to study our environment."
GEOG 102,Human Geography,3,No prerequisites.,Examination of the spatial distribution of human activities worldwide. Particular attention is given to those factors and processes that have led to spatial inequality and locational conflict from the international scale to the neighborhood scale.
GEOG 103,Topics in Human-Environment,3,No prerequisites.,Explores the nature of human-environment interactions and examines how nature-society interactions evolve and change over time. These interactions are viewed from different cultures and regional perspectives.
GEOG 106,Physical Geography: Land Surface Processes,3,No prerequisites.,"Introduction to processes responsible for the development, modification, distribution and variety of landforms and soils. Implications for human activities. Analysis of topographic maps and air photo interpretation. Together "
GEOG 111,Physical Geography Laboratory,1,No prerequisites.,"Laboratory investigation of processes responsible for creating and modifying our dynamic physical environment.  Lab offers interpretation of maps, examination of environmental data, understanding the development of landforms, and interpretation of maps and imagery (aerial and satellite)."
GEOG 120,World Regional Geography,3,No prerequisites.,"Introduction to the geographic regions of the world and the changing relations between regions. Emphasis is on environmental, economic, and political geographic relationships between industrial and developing nations."
GEOG 152,Climate and Life,4,No prerequisites.,Introduction to those physical and biological processes that shape our climatic environment. Important themes include the exchanges of energy and mass between the atmosphere and both vegetation and built environments; and the influence of climate on humans and humans on climate.
GEOG 166,Special Problem,1-3,No prerequisites.,Description not available.
GEOG 167,SEMINAR,1-6,No prerequisites.,Description not available.
GEOG 203,Introduction to Cultural Geography,3,No prerequisites.,"Introductory study of people, landscapes and cultures through time. Emphasis is on culture, ethics and aesthetics as contexts for human perceptions and the creation of varied human habitats."
GEOG 204,Introduction to Peace and Justice: Theories and Practices,3,No prerequisites.,"Introduces key concepts in contemporary work for peace and justice, learning from other countries, and developing lens of learning from multiple perspectives.  Models, leaders and agencies in international and domestic affairs and conflicts are used as examples as students develop critical skills to promote peace and justice in society."
GEOG 215,Understanding Climate Change,3,No prerequisites.,"Understanding climate and climate change is important for everyone.  Explores climate change and its impacts at local, regional, and global levels.  Policy and decision making, as well as adaptation and mitigation will be discussed with a focus on current events."
GEOG 220,Meteorology,3,No prerequisites.,"Analysis of the atmosphere, weather elements, air masses, fronts and storms. Principles of weather forecasting, especially as it relates to severe weather."
GEOG 221,Meteorology Lab,1,No prerequisites.,Meteorology lab will introduce students to basic concepts in meteorology through the completion of experiments and mapping analysis exercises.
GEOG 224,Race and Racism: Global History and Representation,3,No prerequisites.,"Racism is a hot-button issue globally. Although thoroughly debunked and are more widely condemned than ever, it nevertheless continues to surface in government policies, popular representations, and brutal acts of violence. What is it that makes racism so intractable? This course works to answer that question by analyzing racism as a problem that’s deeply embedded in Western societies, albeit similarly prevalent in many non-Western countries. We’ll also look at how racism connects with other social categories such as Indigeneity, gender, sexuality, disability, religion and class. And in addition to considering how racism has operated to oppress, exclude and scapegoat, we’ll also be attentive to how marginalized groups have fought back."
GEOG 226,Geography of Latin America,3,No prerequisites.,"Physical, historical and cultural geography of Latin America."
GEOG 228,Geography of China,3,No prerequisites.,"Introduces the physical, economic, cultural and political geography of China. Particular emphasis is placed on the diversity of physical environments, cultures, and economic activity within China."
GEOG 229,Climate Change and Food Security,3,No prerequisites.,"There is no greater challenge facing society than climate change. Coastal landscapes are disappearing, once bountiful farmlands are suffering drought, ocean currents and air streams are being altered, and diseases are spreading beyond normal observed extents. This class provides a foundation for addressing these issues."
GEOG 230,Human Impact on the Environment,3,No prerequisites.,"Provides an introduction to the past, present, and future impacts of humans on Earth. Topics include anthropogenic impacts on vegetation, animals, soils, water, landforms, and the atmosphere, and possible future impacts as a result of global change. Particular attention is paid to the interconnections among environmental systems and the influence of human activities."
GEOG 235,Conservation of Natural Resources,3,No prerequisites.,"Physical, social and economic problems involved in integrating resource management and maintaining environmental quality."
GEOG 236,Humans and Environmental Sustainability,3,No prerequisites.,"Introduces concepts of environmental, economic, and social sustainability and synergies and tradeoffs in the context of food systems; Explores the importance of food systems as both a challenge to and solution for meeting the UN’s Sustainable Development Goals for year 2030."
GEOG 266,SPECIAL PROBLEM,1-3,No prerequisites.,Description not available.
GEOG 267,SEMINAR,1-6,No prerequisites.,Description not available.
GEOG 271,Introduction to Geographic Data Analysis,3,No prerequisites.,"A survey of computational, statistical, and graphical techniques used in scientific data analysis with particular emphasis on the special nature of geographic and spatial data. Includes scripting language programming."
GEOG 300,Research Design and Mixed Methods,3,No prerequisites.,Explores the fundamental connections between geographic inquiry and methods used when conducting research and data analysis in human geography.
GEOG 309,Geography of Central and Western Europe,3,No prerequisites.,"Environments, cultures, utilization of resources, problems of development and future opportunities in central and western European countries. Field trips to see geographic features (alpine landscapes) specific to Austria."
GEOG 310,Social Geography,3,No prerequisites.,"Some of the socio-economic, political, historical and cultural factors that have created and reinforced distinctively separate spaces for diverse groups of people in the United States are examined. Using films, novels, academic articles, media accounts, and census information about their own hometowns, students will examine attitudes and actions that socially and spatially relegate ethnic and socio-economic minorities to less-than-privileged places. Besides looking at the role of race/ethnicity in the creation of a distinctively American social geography we will address how religion, class, gender, and generational differences shape the ways that people imagine, design, regulate, defend and give meaning to the spaces that they inhabit."
GEOG 311,Economic Geography & Uneven Development,3,No prerequisites.,"Examines the geographies (territory, location, place, scale, culture) of large- and small-scale economic processes and human practices. Considers the historical and contemporary factors that shape the current spatial economic order and diverse economies."
GEOG 315,"People, Politics and Place",3,No prerequisites.,"Course readings and off-campus fieldwork in this applied geography DLE course will address geopolitical issues faced by real people in real places. Topics and nearby fieldwork locations vary by semester, depending on community partnerships and project parameters set up by the instructor ahead of time."
GEOG 320,Water and Society,3,No prerequisites.,"Study of the physical occurrence and distribution of water in all parts of the hydrologic cycle: introduces the nature of human demands for water, the possibilities of obtaining additional supplies and the difficult legal, economic and political questions of management of water resources."
GEOG 325,Urban Geography,3,No prerequisites.,"Spatial relationships of urban areas, focusing on the structure of towns, the organization of urban space and the external relationships of cities."
GEOG 329,International Migration,3,No prerequisites.,Interdisciplinary introduction to alternative/complementary disciplinary approaches to the study of human movement between states. Offered on a rotational basis by faculty involved in the University of Delaware migration group.
GEOG 341,Climate and Climate Change,3,No prerequisites.,"Understanding the earth’s climate and how the climate is changing is a fundamental part of modern earth system science. Explores the scientific basis for the study of climate and climate change, including long term and modern change, with a discussion of current topics."
GEOG 342,Bioclimatology,3,"GEOG 152, GEOG 220","Biosphere-atmosphere interactions and corresponding feedbacks are examined in detail. Emphasis also is placed on the influences of weather and climate on plants, animals, and humans."
GEOG 345,Cultural Geography,3,No prerequisites.,Broad principles of the field. Human mobility and stasis. Material and symbolic landscapes. Individual and group values in landscape formation and change.
GEOG 346,Urban Cultural Geography,3,No prerequisites.,"City landscapes as expressions of attitudes and ideals. Oriental and Western; classical, modern and future. Humanizing the urban landscape."
GEOG 352,Refugees and Forced Migration,3,No prerequisites.,Description not available.
GEOG 357,Climate Refugees and Environmental Displacement,3,No prerequisites.,"“Unprecedented” situations of environmental degradation and disaster are becoming increasingly regular as a result of climate change, which in turn makes many places uninhabitable and displaces thousands of people. Yet, there are few international, regional, and local responses to environmental displacement which recognize the right for and legitimacy of people moving as a result of these processes. This course examines these situations of environmental displacement by engaging with research emerging out of the disciplines of anthropology, geography, and other related social and environmental sciences, as well as through examining relevant international, national, and regional policies. "
GEOG 366,Independent Study,1-6,No prerequisites.,Description not available.
GEOG 367,SEMINAR,1-6,No prerequisites.,Description not available.
GEOG 372,Introduction to GIS,3,No prerequisites.,"Fundamental geographic concepts and principles necessary to effectively use GIS to examine geographic problems. Hands-on training is provided in the use of professional GIS software in the context of collecting, managing, processing, analysis and presenting geographic data. Emphases is placed on the nature of spatial data, modeling techniques, spatial analysis and cartographic design."
GEOG 405,Computing for Environmental Research,2,No prerequisites.,"Using a mixture of guided self-study and lecture, students learn modern programming for application to environmental data analysis and atmospheric and geological modeling. Older language features and use of legacy codes are also covered lightly."
GEOG 408,Heat and Light in Natur,3,No prerequisites.,"The energetic interaction of sunlight with the atmosphere and oceans influences the entire earth system. Examines the theory of radiative transfer within the ocean and atmosphere, and then explores several areas of applicable research including climate modeling and remote sensing."
GEOG 409,The Ocean and Climate Change,3,MAST 341,"Fundamentals of the climate system: components, interactions, and variability; the ocean’s role in the climate system: heat storage, sea level, and the carbon cycle; the ocean and climate change: observed variability, means, trends, and extremes, and using models and observations to attribute change."
GEOG 411,Fluvial Geomorphology,3,GEOL 107,Hydrologic and sediment transport processes in rivers and watersheds. Morphology and evolution of rivers and watersheds. Depositional processes and evolution of floodplains. Structure and interpretation of fluvial deposits in the geologic record.
GEOG 412,Physical Climatology,4,"MATH 241, GEOG 220","Investigates the nature of the Earth’s climate by examining the physical processes that maintain our climate system. Focuses primarily on the flow of energy and moisture in the global climate and its geographic variation on scales of hundreds to thousands of kilometers. Human-induced modifications to the climate system, such as urbanization, anthropogenic global warming, desertification, and tropical deforestation, are also discussed. The lab portion of the class teaches descriptive, analytical, programming and mapping skills to model our climate system and to illustrate the analyses of climate datasets."
GEOG 413,Wind Power Meteorology,3,MATH 241,"Explores the fundamental concepts of meteorology that are needed to understand onshore, offshore, and airborne wind energy. Topics include: forces affecting winds; terrain and land-use effects; air turbulence; numerical modeling; wind power and energy from turbines; and wind measurement technologies."
GEOG 414,Environmental Justice in Disasters,3,No prerequisites.,"Hazards become disasters when they affect people.  This class is about understanding the social policies and practices that turn hazards into disasters. In this discussion-based seminar, we will explore case studies of hazards - heat wave, wildfire, hurricane, and climate change - and the environmental justice (EJ) issues that arise.  Students will think critically, work to see issues from multiple viewpoints, and improve their ability to understand the social and environmental justice issues in current events."
GEOG 415,Air Pollution Meteorology,3,No prerequisites.,"An introduction to meteorological processes that affect air pollution, such as diffusion, atmospheric stability, and turbulence, with a focus on the atmospheric boundary layer."
GEOG 416,"Climate Fiction, Science, and Communication",3,No prerequisites.,"How can fiction help us understand and apply science? In this interdisciplinary class, we’ll use climate fiction, climate change science, journalism reports, movies, and research on science communication to understand the role narratives can play in creating visions of the future and motivating us to take action. Students will learn to integrate across disciplines and explore how narratives in fiction and non-fiction writing shape public perceptions of scientific research."
GEOG 417,Seminar in Climate Change,3,"GEOG 101, GEOG 152, GEOG 220",Examines facts and fallacies regarding global warming and climate science and assesses the current state of scientific understanding of and  ability to forecast climate change.
GEOG 419,Climate Change Adaptation Policy & Practice,3,No prerequisites.,"Climate change will affect people and communities around the world in numerous ways, including physical safety, food and water security, and changing cultural practices. This course explores the legal, policy, engineering, and social tools we have available to adapt to these changing risks."
GEOG 420,Atmospheric Physics and Thermodynamics,3,"GEOG 220, MATH 241",Introduction to composition and structure of the atmosphere. Includes atmospheric thermodynamics through introductory cloud physics.
GEOG 421,Physical Meteorology,3,"MATH 242, 
","Physics and thermodynamics of cloud particles and precipitation. Includes cloud droplet growth, aggregation, precipitation, ice crystal formation, atmospheric electricity, optics, cloud-radiation interactions, acoustics and weather radar."
GEOG 422,"Resources, Development and the Environment",3,No prerequisites.,"Focuses on food, resources, energy and population issues in relationship to economic development and the global environment. The main objective is to engage students in discussion and debate on sustainable development policies."
GEOG 423,Atmospheric Dynamics,3,"MATH 242, GEOG 220",Investigates atmospheric motion in a quantitative manner. Expands basic conservation laws to derive the equations of atmospheric motion and to develop the concepts of vorticity and circulation. Discusses atmospheric wave motion and general circulation.
GEOG 428,Race and Inequality in Delaware,3,No prerequisites.,"Variable content. Students will use interdisciplinary methods to investigate the history of racial inequalities in Delaware and the experiences of Black and Indigenous communities. Student research will lead to public-facing projects based on the discovery, exploration, and interpretation of historic sites and collections. This course enables students to participate in the University of Delaware’s effort to acknowledge the ramifications of past social injustice and map out paths forward."
