Course Code,Course Name,Credits,Prereqs,Description
HOSP166,SPECIAL PROBLEM,3,No prerequisites.,Description not available.
HOSP167,SEMINAR,6,No prerequisites.,Description not available.
HOSP180,Introduction to Hospitality Business Management,3,No prerequisites.,"Provides information about the numerous segments of the hospitality industry, history of hospitality, current trends and related issues. Students will be exposed to a variety of learning experiences that can expand their knowledge of the dynamic and global hospitality industry."
HOSP187,Hospitality Business Computing,3,No prerequisites.,Focuses on developing spreadsheet skills to support effective hospitality operations and productive executive decisions. Also provides an overview of hospitality-specific software applications and their role in various facets of the industry.
HOSP201,Food Safety and Sanitation,1,No prerequisites.,Introduces students to the foodservice component of the hospitality industry and focuses on food safety and related health issues. Students must pass a National Sanitation Certification Examination to receive credit.
HOSP211,Food Principles Laboratory,1,No prerequisites.,"Focuses on basic culinary principles and food preparation techniques in a professional kitchen environment. Emphasis is placed on food safety, sanitation, student’s organizational skills and ability to work as a valuable team member."
HOSP212,Club Management,3,No prerequisites.,"Provides an overview of elements unique to club management such as the nature of private membership, investment, governance, club house operations, food and beverage operations, elements of quality service, financial structures of clubs, accounting and private club marketing."
HOSP214,Foundations of Tourism Management,3,No prerequisites.,"Examines the scope and organization of the tourism industry, motivations for travel, and the management of micro and macro tourism resources.  Economic,social, political and environmental impact of tourism are considered alongwith the issue of sustainable development within the industry."
HOSP217,Catering Management,3,No prerequisites.,"Introduces students to catering management. It applies management skills to planning, organizing and executing catered events. The focus will be catering menu development and catered event design, on-premise vs. off-premise events, catering food production, event safety and success."
HOSP219,Quality Management for the Hospitality Industry,3,No prerequisites.,"Examines the quality revolution in the hospitality industry. Control charts, Pareto charts, scatter diagrams, and other tools used in restructuring, re-engineering, and continuous quality improvement are explored. Integrates principles of customer quality focus and organizational behavior as they apply to the hospitality industry."
HOSP230,Executive Presentations and Problem Solving,3,No prerequisites.,"Examines various problem solving methods relating to specific issues of the hospitality industry. Explores oral, written and multi-media executive presentation techniques of problem solving results including personal presentations."
HOSP266,SPECIAL PROBLEM,3,No prerequisites.,Description not available.
HOSP267,SEMINAR,6,No prerequisites.,Description not available.
HOSP300,Hospitality in Healthcare Management,3,No prerequisites.,Provides a learning experience in managing and delivering superior patient service in a hospital setting using hospitality business principles.
HOSP311,Financial Decision Making in the Hospitality Industry,3,ACCT 207,"Emphasizes the conceptual understanding of the financial decision-making process and it also provides the tools and techniques for making financial decisions.  Uses accounting and financial information to make investment and financing decisions while emphasizing the financial characteristics of the industry. The tools to be used include: risk analysis, financial statement analysis, financing decisions (capital structure), managing working capital, capital budgeting, cost of capital and valuation."
HOSP313,Gaming Management,3,No prerequisites.,"An overview of gaming management and how it relates to hospitality management. Topics include a history of gaming in the U.S., social and legal aspects, licensing, organization, credit issues, marketing and Title 31 of the Bank Security Act."
HOSP314,Hospitality Entrepreneurship and Venture Creation,3,No prerequisites.,Provides an overview of venture creation in hospitality enterprises from concept development to capital creation. Examines various business structures used in hospitality businesses including franchising and management contracts.
HOSP316,Intercultural Management and Business Etiquette,3,No prerequisites.,The course provides the knowledge required to effectively work with and offer services to international business partners/associates and visitors/guests. Students will learn various intercultural etiquette and the necessary skills for the management of global businesses and workforce.
HOSP317,Spa/Wellness Management&Entrepreneurship,3,No prerequisites.,"Spa and Wellness industries are one of the fastest growing segments in the service industry offering a variety of fitness, wellness, life enhancement, and management opportunities. Globally, hotels and hospitals are adding spa/wellness programs to their offerings, as their customers are increasingly demanding complimentary & alternative medicine (CAM). The geographic market of this segment transcends the national borders into international destinations. This program is offered both on campus or popular spa/wellness destinations in the world."
HOSP318,International Sport and Tourism,3,No prerequisites.,"Concentrates on international and global issues in sport tourism. Problems and characteristics specific to the international aspect of the sport tourism industry will be examined. By the end of the course students will develop a comprehensive understanding of the forces influencing international sport travel. Improve knowledge of world geography and international sport through the exploration of developed and potential tourist areas. Contemporary issues, as they relate to social and economic trends, are explored."
HOSP321,Quantity Food Service Management,1,"HOSP 201, HOSP 211","Principles of quantity food service management with an emphasis on quality and cost control. Topics include menu planning and technical operations, as well as labor, food and energy cost containment."
HOSP325,Restaurant Management and Quantity Foods Production Practicum,2,"HOSP 201, HOSP 211",Provides a structured learning experience in a hospitality environment. Planning and delivery of quantity foods in restaurant and event settings.
HOSP327,Property Engineering,3,No prerequisites.,"Introduction to problems of cost and operational control of security, safety, parking, preventive maintenance, laundry, HVAC, electrical, refrigeration, plumbing, fire prevention, care of guest rooms and public space."
HOSP328,International Cuisine and Culture,3,No prerequisites.,"Culture and cuisine are inextricably linked. Food and drink play prominent roles in literature, religion, art and everyday life. Furthermore, regional cuisine is a major tourism draw. Designed to be taught as part of a study abroad that will immerse students in the cuisine and culture of the region in which they travel."
HOSP330,International Hospitality Operations,5,No prerequisites.,"How hotels, food service operations and tourism attractions function outside of the United States, with particular emphasis on Europe.  Focuses on cultural, political, environmental, geographic and economic factors critical to successful international hospitality operations."
HOSP335,Hospitality Facility Design,3,No prerequisites.,"Explores architectural design processes, including both aesthetic and functional design, as they relate to hospitality venues such as restaurants, hotels, commercial kitchens and resorts. Examines the impact of codes, construction costs and environmental parameters that affect hospitality construction."
HOSP346,Digital Marketing in Hospitality and Travel,3,No prerequisites.,"Design and application of digital marketing principles in hospitality and travel. Hands on exercises in search, social media, email and related digital environments and technologies. "
HOSP355,Ecotourism Entrepreneurship,3,No prerequisites.,"Sustainable development has received international recognition and a source of business social and economic responsibility. Underlying principles for sustainable business development are complex, involving interaction among social, economic & environmental issues, which makes the subject critical for intellectual enquiry.  The concept of sustainable development is multidisciplinary.  Students have to draw knowledge from various disciplines, such as business and economics, sociology, environmental sciences and public administration among others."
HOSP364,Event and Meeting Management Practicum,3,EVNT 215,"Average of 10 hours a week working as an intern under the direction of a selected client, along with academic modules that will be completed under the direction of a faculty member in the Department of Hotel, Restaurant and Institutional Management. Duties and expectations of the practicum will be under the guidance of the practicum sponsor. The faculty member will identify a practicum sponsor (client) for each student."
HOSP366,Independent Study,6,No prerequisites.,Description not available.
HOSP367,SEMINAR,6,No prerequisites.,Description not available.
HOSP380,Management of Lodging Operations,3,No prerequisites.,"Focuses on the lodging Industry and covers the concepts of ownership, management structures, industry metrics and analysis, operational practices, and the fundamentals of revenue management."
HOSP381,Management of Food and Beverage Operations,3,No prerequisites.,Management tools available to control sales and expenses in food and beverage operations. Analysis of centers of responsibility. Cost management approach to development of control systems.
HOSP382,Managerial Accounting and Finance in the Hospitality Industry,3,ACCT 207,"Generation and analysis of quantitative information for planning, control and decision making by managers at various levels. Use of timely and relevant information as a vital tool in management."
HOSP390,Cruise Ship Management,3,No prerequisites.,"Explores integration of lodging, food service, event management, entertainment and retail sales towards the delivery of superior cruise experiences."
HOSP418,Beverage Management,3,No prerequisites.,"Examines legal, financial and social issues and provides product knowledge and an understanding of alcoholic and non-alcoholic beverages."
HOSP419,Advanced Wine and Beverage Management,3,"HOSP 418, HOSP 418","Delves into emerging sub regions, viticulture practices, soil types, climate and culture in wine production. It also provides a detailed study of distilled spirits, beers, sake, tea, coffee and other non-alcoholic beverages."
HOSP420,Applied Sport Event Management,3,SPTM 418,Examines the various areas of event operations.  Students are required to participate in the planning and implementation of a sport event.
HOSP425,Historic Roadside Architecture,3,No prerequisites.,"Examines various historic hospitality and retail venues with emphasis on their development throughout this automobile based century. Hotels, motels, diners, fast food and full service restaurants, roadside attractions and retail outlets will be discussed as they relate to travel and tourism."
HOSP448,Data Analytics in the Hospitality Industry,3,"HOSP 187, MISY 160, HOSP 180","Focuses on the value of data driven decisions. The course discusses the mechanics of identifying data points, data visualization, predictive modeling and machine learning concepts within the context of the hospitality industry."
HOSP450,Capstone: Strategic Hospitality Management,3,"FINC 311, HOSP 311, BUAD 301","This capstone hospitality business course examines management issues surrounding the implementation of sound strategic management tools, theories and techniques in supporting hospitality operations from a guest service perspective and strategic decision making from the viewpoint of management."
HOSP464,International Hospitality Internship,6,No prerequisites.,International internship under the supervision of a University of Delaware based professor and an onsite internship coordinator. Experience working in a hospitality related internship with written reflections on the cultural and business practices of the host country.
HOSP466,Independent Study,6,No prerequisites.,Description not available.
HOSP467,SEMINAR,6,No prerequisites.,Description not available.
HOSP480,Human Resources Management in the Hospitality Industry,3,No prerequisites.,"Techniques and philosophies of personnel management as applied to hospitality operations. Motivation, attitude formation and job satisfaction. Case studies related to theories of organizational behavior and industrial psychology."
HOSP481,Marketing Hospitality Experiences,3,No prerequisites.,Application of service and experiential marketing principles in both high-touch and high-tech hospitality settings. Emphasizes the role of guest relationships and technology towards the enhancement of experiential service quality. 
HOSP482,Hospitality Business Law,3,No prerequisites.,"Enables students to recognize, analyze and evaluate legal issues in hospitality business operations."
HOSP487,Hospitality and Sport Revenue Management,3,"ECON 101, BUAD 301, HOSP 187","This course discusses the principles of profitable revenue management policies in the highly perishable, advanced-reservation, hospitality and sport setting. Learn how to predict demand, set prices and price fences, allocate inventory to price levels, set overbooking levels, cancelation policies and product packages that maximize revenues and profits."
HOSP488,Management of Lodging Operations Practicum,4,No prerequisites.,"Offers a rotation and hands on experience in a commercial upscale hotel.  Topics to be covered include front desk procedures, housekeeping, facility maintenance and operations and senior supervision. Focuses on execution of rotational assignments throughout the semester.  "
HOSP489,Management of Restaurant Operations Practicum,6,"HOSP 321, HOSP 325, HOSP 488","Focuses on a hands-on application of commercial food production and delivery of superior experience in fine dining.  All lab hours will be conducted in the student managed Vita Nova Restaurant.  Topics to be covered include preparation techniques, presentation and delivery, dining room operations and kitchen management.  Focuses on execution of rotational assignments on a consistent day to day basis.  "
HOSP495,Hospitality Feasibility Studies,3,"ACCT 207, ACCT 208, HOSP 380","This capstone hospitality business course examines feasibility methods for hospitality business using a franchise business model. Students are assigned a market in which they review market data, evaluate franchise options, develop facility and design requirements, identify review streams and cash flow projections, and complete an analysis of it economic viability."
HDFS100,Introduction to Early Childhood Education,2,No prerequisites.,"This seminar is designed to help students adjust to college life and to provide them with a unique learning experience related to early childhood education. It will emphasize class discussion allowing for reflection and the sharing of opinions while utilizing the common reader, class assignments and university-wide programming. Highlights our commitment at UD to being a community that recognizes and appreciates diversity and difference."
HDFS101,Human Services and Cultural Competence,1,No prerequisites.,"Provides an overview of human services and approaches to culturally competentpractices; critical perspectives regarding diversity, society, race, class,gender and social policy are discussed."
HDFS102,UD Scholars Seminar,2,No prerequisites.,"This course is designed to reinforce the core values, theory, and applied research upon which the UD Scholars program is founded. The course allows students to reflect upon the relationship between the ongoing first semester experience and the core values of the program, which are community, achievement, and scholarship. In addition to these core values, the program aids students in the development of non-cognitive skills that foster resilience, a necessary ingredient to success in an academic setting. Building upon the values and principles introduced during the two-week summer institute, students will develop a living understanding of what it means to be a scholar."
HDFS125,Self Discovery and College Success,2,No prerequisites.,"This course is designed to help first-year students in making the transition to the University.  Students will develop strategies and skills necessary for a successful college career and will use criticial thinking skills to make informed choices, understand their responsibilites for academic success and to become independent, motivated learners.  Students will be exposed to community services and will engage in an active service-learning opportunity."
HDFS166,SPECIAL PROBLEM,2,No prerequisites.,Description not available.
HDFS167,SEMINAR,2,No prerequisites.,Description not available.
HDFS201,Life Span Development,3,No prerequisites.,"Exploration and understanding of the social, emotional, cognitive and physical development of the individual from infancy through old age in the context of the family."
HDFS202,Diversity and Families,3,No prerequisites.,"Examination of diverse families in the United States with a focus on issues of race, ethnicity, social class, and gender. Emphasis is on the accelerating effects of globalization and social change."
HDFS203,"Racial Identity, Bias and the Self",3,No prerequisites.,"The course is designed to provide students with an understanding of racism, other social frameworks, and their individual and systemic effects. Students will explore cultural practices around the world, their own racial identity and cultural biases during the course. Students will learn self-awareness techniques and cultural competence training. When applicable, the course requires 6-hours of field experience (criminal background check needed)."
HDFS204,Engaging Interactions and Environments in Early Childhood,3,No prerequisites.,"Knowledge and skill development in creating environments and interactions that support the development of children’s social and emotional, cognitive, and early academic skills."
HDFS210,Supporting Language and Literacy in Early Childhood,3,No prerequisites.,"Knowledge about language and literacy development between ages 3 to 5; applied focus to build participants’ knowledge about, recognition of, and usage of evidence-based language and literacy practices within the early childhood classroom."
HDFS214,Child Guidance: Supporting Positive Behavior in ECE,3,No prerequisites.,Develop and implement evidence-based strategies for promoting positive social and emotional development and preventing and addressing challenging behaviors in children birth to age five.
HDFS220,Child Development I: Prenatal to Age 3,3,No prerequisites.,"Study of prenatal development and the physical, perceptual, social-emotional, and cognitive-language developmental domains of children birth to three. Emphasis on nurturing relationships and understanding child development within cultural contexts of children’s families. Directed observation in infant/toddler settings."
HDFS221,Child Development II: 3 to 10,3,No prerequisites.,"Study of cognitive, social, emotional, and physical development of children three to ten years old. Variables that influence child development including family and school investigated. Directed observation of children."
HDFS222,Inclusive Curriculum & Assessment: Birt,3,"HDFS 221, HDFS 224","Curriculum, assessment and programming for optimal development of children birth to second grade in inclusive settings. Focus on curriculum approaches and examination of the role of play, constructivist theories, developmentally appropriate/culturally responsive practice."
HDFS223,Foundations of Child Development,3,No prerequisites.,"Study of cognitive, social, emotional, and physical development of children from conception to age 12. Variables that influence child development including family and cultural factors. Designed for non-teacher education majors."
HDFS224,Practicum in Inclusive Curriculum & Assessment: Birt,3,"HDFS 221, HDFS 222","Discussion and weekly practicum experience with children in early childhood settings. Focus on application of theory and reflective thinking. Experience in curriculum planning, assessment and guidance."
HDFS225,Special Olympics Relationship Experience,1,No prerequisites.,Learn about and work one-on-one with people with intellectual disability. Includes brief history and program and policy issues concerning people with intellectual disability and their families. Field experience in athletic training with age peers who have intellectual disability. No athletic experience necessary. Background check required.
HDFS226,Teaching Art to Children,3,No prerequisites.,"Exploration of principles, methods and materials for teaching/exposing children to the arts through purposeful, process oriented experiences designed to support creative growth and divergent thinking and introduce them to the Reggio Emilia Approach.Working in the classroom with children ages 2 to 14 years Studio experience."
HDFS230,Families and Their Communities,3,No prerequisites.,"Discusses the community context of family life, and the interface of family with school, community and work settings. Community development, social capital, collaboration, family and community asset building, and opportunity structure analysis approaches are presented."
HDFS235,Introduction to Human Services,3,No prerequisites.,"Introduction to the human services systems designed to address the needs and issues facing children, families and individuals across the life span."
HDFS240,"Health, Safety and Wellness for Early Childhood Education",2,No prerequisites.,"Explores topics related to health and well-being and focuses on teaching practices, classroom activities, partnerships with families, and program policies to ensure that all children are healthy and ready to learn. "
HDFS242,Resilience and Wellness for Educators,2,No prerequisites.,"This course will teach early childhood teachers how to be resilient educators. The course prepares teachers to take care of themselves in order to optimize their effectiveness as an early childhood educator by teaching skills, tools and techniques to manage stress and support personal well-being."
HDFS250,Becoming a Teacher Leader in Early Childhood Education,3,No prerequisites.,"Identify and reflect on strengths, values, responsibilities, and goals of early childhood education professionals. Topics include tools and strategies for professional development, current standards and trends in early childhood education, and cultural competency."
HDFS252,ECE:  Observation and Assessment,3,No prerequisites.,Addresses all stages of observation and assessment from planning and collecting information to analyzing data to inform teaching. Strategies for working with families and adapting assessment for children with disabilities and children who are dual language learners.
HDFS266,SPECIAL PROBLEM,2,No prerequisites.,Description not available.
HDFS267,SEMINAR,2,No prerequisites.,Description not available.
HDFS270,Families and Developmental Disabilities,3,No prerequisites.,"Focuses on people with developmental disabilities in the context of their family and culture from a multidisciplinary perspective. Covers disabilities and their causes; changing needs across the lifespan, gender, cross-cultural and legal issues; and information about prevention/intervention, employment, inclusion, and empowerment."
HDFS271,Alcohol Issues & College Students,3,No prerequisites.,"Focus on alcohol-related issues for college students, including legal and health issues. Media messages about alcohol use, including prevention messages, are emphasized."
HDFS280,Supporting Learning in Science and Math in Early Childhood,3,No prerequisites.,"Develop evidence-based instructional practices that support and promote logic and reasoning skills, math skills, and science knowledge in the early childhood classroom."
HDFS290,Early Childhood Family Engagement and Diversity,3,No prerequisites.,"Topics include strategies to develop relationships with families that support positive family and child outcomes in an early childhood setting; risk factors shaping the development and functioning of marginalized children and families. Theory, research, and practices discussed will emphasize family-professional collaboration, empowerment, family-focused practice, and social-justice."
HDFS311,Internship Readiness and Professional Skill Building,1,No prerequisites.,"This course will prepare students for the process of searching for and securing an internship for HDFS 334 and HDFS 449. Workplace communication, resume building, and professionalism will also be discussed."
HDFS316,Employee and Organization Development,3,No prerequisites.,"Definitions, concepts, and frameworks for application in HR, HR management, organization development, talent management and learning and development. Topics include organization culture, manager and leadership development, competency models, performance management, and team effectiveness. Organizational Development in HR involves changes and improvement of the business and people processes and structures that help drive employee, team and overall company effectiveness and success. These include processes and systems related to performance management, talent management, diversity and inclusion, employee engagement, and job readiness."
HDFS318,Introduction to Social Work Education and Services,3,No prerequisites.,"This course provides an overview of Social Work education as well as the components of the Social Work profession and practice. The historical development of social work, theoretical perspectives, multi-cultural issues, National Association of Social Workers (NASW) code of ethics, social problems and careers is discussed. Exploration of client populations and settings is also included."
HDFS328,Introduction to the Research Process,3,"HDFS 201, HDFS 202","Exposure to the research process through attending and critiquing research presentations, reading and reviewing scholarly papers, and development of a variety of research skills, such as instrument design, coding and data entry. Students’ work will contribute to the development of a professional portfolio."
HDFS329,Adolescent Development,3,"EDUC 205, HDFS 201","Physical, intellectual and social-emotional development of adolescents and youth in the context of the family, peer groups and the community. Emphasis on cultural context, current research and the transition from adolescence to young adulthood."
HDFS330,Mentor & Helping Relationships,3,No prerequisites.,"Introduction to the core dimensions of mentoring and helping relationships: empathy, active listening, problem-solving, and cultural competence. Emphasis is on applying the skills in a variety of business, educational, medical, and community settings."
HDFS331,Positive Youth Development,3,No prerequisites.,"Positive Youth Development emphasizes a strength-based approach and focuses on youth development from a social, cultural and psychological perspective. Explores areas of youth functioning, including social, emotional, cognitive, and behavioral competencies. Through theory, research, and application, this course examines a myriad of factors including characteristics of the individual, family, school, and the larger society that can conceivably allow youth to develop in positive ways."
HDFS332,Introduction to Counseling Theories and Techniques,3,No prerequisites.,"Examination of major theoretical approaches that underlie the practice of counseling and psychotherapy. Included are an introduction to an effective counseling process, the basics of interviewing, counseling ethics, diagnostic perspectives, counseling techniques and the working development of a personal theoretical approach."
HDFS333,Development of Human Relationships,3,No prerequisites.,"Developmental theory and research related to intrapersonal and interpersonal conditions, characteristics, attitudes and behaviors necessary for effective human relationships. Basic focus on the psychology of the individual, relationship skills, conflict management and intimacy."
HDFS334,Experiential Education,3,HDFS 311,"Field experience combined with a seminar emphasizing professional issues in human services and human resources, including portfolio development and career planning. Students must secure a 50 hour field placement the semester before the course is taken."
HDFS335,Culture in Context,3,No prerequisites.,"Cross-cultural awareness and sensitivity enriches an individual’s life, helping him/her to better understand the actions of groups of peoples, their nationalities and uniqueness, their organizations and systems. Provides an option which can be used both internationally and domestically as long as it embraces the spirit of exposing students to the concept of development within diverse communities."
HDFS339,Adult Development and Aging,3,HDFS 201,"Examines developmental processes, lifespan changes, transitions and stage-related issues of early, middle and late adult life. Explores concepts, theories, historical trends and empirical studies during these life periods; integrates theories with practical applications."
HDFS345,Mentoring Students: Int & Dev Disab,3,No prerequisites.,"Through classroom and field experiences, students learn the role of a mentor for youth and adults who have intellectual and developmental disabilities and how to facilitate their academic, social and business relationships in higher education settings, the surrounding campus community, and at local work sites."
HDFS346,Introduction to Counseling Techniques,3,"HDFS 334, HDFS 334","Presents approaches to interviewing and counseling individuals and families in a variety of human service and human resource settings. Includes case management, advocacy, goal setting and empowerment strategies of intervention. Explores professional and ethical issues in providing individual and family services."
HDFS347,Program Development and Evaluation,3,"HDFS 334, HDFS 224","Focuses on program development, administrative procedures, and program evaluation. Basic skills required for the development, delivery and evaluation of a wide range of human service and human resources programs including preventive interventions for families and individuals."
HDFS355,Professional Issues in ECDE,3,"HDFS 222, HDFS 235",Overview and analysis of topics and issues for professionals serving children birth through grade two and their families in inclusive settings.
HDFS364,Field Experiences in Administration,9,HDFS 334 ,"Provides opportunities to work and participate in human service agencies, business and industry, as well as formal and non-formal educational settings. May be repeated for up to nine credit hours."
HDFS365,Seminar,3,No prerequisites.,Discusses professional development topics and includes critical reflection of the student’s internship experience and professional goals.
HDFS366,Independent Study,2,No prerequisites.,Description not available.
HDFS367,SEMINAR,2,No prerequisites.,Description not available.
HDFS401,Foundations of Human Sexuality,3,No prerequisites.,"A multidisciplinary study of human sexuality focusing on the implications for individuals and society of the biological, psychological and sociocultural determinants of human sexuality. Deals with sexually explicit material."
HDFS402,Child and Family Policy,3,"HDFS 235, HDFS 202","Provides an historical overview of family and child policy in the United States, including policies toward children and families in poverty. The role of the economy, politics, race, class, gender, legal and advocacy issues are discussed."
HDFS403,Adult Disability Issues,3,No prerequisites.,"Civil/human rights and social policy impact on adults with intellectual and developmental disabilities through the lifespan.  Disability history, public policy, legislation, litigation and contemporary issues. The full range of service types and ethical issues relevant to adults with ID/DD and their families will be discussed."
HDFS405,Aging and the Family,3,No prerequisites.,Explores developmental changes of older adults and impact on their family members. A major focus is on kinship and caregivng by family and decision making in selecting respite and institutional care when elders develop cognitive and physical disabilities.
HDFS406,Supporting Literacy in Early Childhood Education,3,HDFS 222,Examines the research and theories to support language and literacy development in Early Childhood Education. Explores various instructional and assessment strategies to promote language and literacy of children from diverse background.
HDFS408,"Advocacy, Community, and Practice in Domestic Violence Services",3,No prerequisites.,"Reflects the current state of policy and practice among policy makers and practitioners in the field of domestic violence including legal issues, policy development, primary prevention, and models of best practice. Addresses the role of federal and state law. May include economic justice, mental health and trauma, and alternative models."
HDFS409,Domestic Violence Services,3,No prerequisites.,"Examines issues in providing services to families in which domestic violence is occurring. Multiple service systems are explored, with emphasis on service coordination, service gaps, and public policy."
HDFS411,Inclusive Curriculum and Assessment: Infants and Toddlers,3,No prerequisites.,"Curriculum/programming for optimal development of children birth-36 months in inclusive settings. Focus on primary caregiving and continuity of care, routines as a basis for curriculum, assessment process, environmental designs, building relationships with children and families, and the IFSP process."
HDFS412,Early Childhood Inclusive Math Curriculum and Assessment,3,"HDFS 222, HDFS 224","Inclusive, integrated, interdisciplinary early childhood curriculum development and teaching with emphasis on early math development and learning, math content knowledge for teaching, and early math assessment for young children from birth through early primary grades."
HDFS413,Early Childhood Inclusive Science Curriculum and Assessment,3,"HDFS 222, HDFS 224","Integrated early childhood curriculum development and teaching with emphasis on early science development and learning, science content knowledge and pedagogy for teaching, and early science assessment for young children from birth through early primary grades."
HDFS414,Guidance and Behavior Support: Birth to Grade 2,3,"HDFS 222, HDFS 224","Comparison of theoretical viewpoints underlying behavior. Provides an overview of positive behavior support (individual/schoolwide), including functional behavioral assessment. Emphasized is the importance of teaching socially acceptable responses to reduce and prevent problem behavior. Hands-on experiences address techniques and strategies including visual supports and increasing motivation."
HDFS418,Advanced Social Work Services,3,HDFS 318,"Focuses on advanced clinical Social Work skills. Discusses challenging practice situations related to individuals, groups and family systems. Includes clinical social work theories, evidence-based practice and interventions."
HDFS422,Capstone in Family Relationships,3,"HDFS 202, HDFS 235, HDFS 224","An integrative analysis of interpersonal relationships and problems in courtship, marriage and the family in contemporary society."
HDFS424,Professional Development Seminar I,3,No prerequisites.,"Discussion-oriented and problem-centered seminar with emphasis on the role and contributions of the ECE professional; partnering with families in the development, care, and education of young children; building partnerships among families, agencies, schools, and communities; job search strategies; and professional portfolio development."
HDFS425,Professional Development Seminar II,3,No prerequisites.,Decsription not available.
HDFS427,Parenting Through the Lifespan,3,"HDFS 201, PSYC 350","Applied focus on parenting styles, roles, issues and goals through the lifespan. Parent diversity, intergenerational relationships, developmental and acquired disabilities, and needs of children, adult children, extended family members, and parents are examined."
HDFS428,Diversity and Inclusion in Human Relations,3,No prerequisites.,Examination of diversity and inclusion practices and related legal issues in human relations and industry; focus on historical foundations and designing and assessing inclusive policies to address personnel and business needs.
HDFS431,Field Experience: Infants and Toddlers,1,"HDFS 222, HDFS 224","Field-based experiences in a school, agency, or family setting with children. Collaboration with school, community and families in order to support ongoing work in the setting."
HDFS432,Field Experience: Preschoo,2,"HDFS 222, HDFS 224","Field-based experiences in a school, agency, or family setting with children ages three to six and discussion. Observation, instruction, and assessment of children. Collaboration with school, community and families in order to support ongoing work in the setting."
HDFS433,Field Experience: Kindergarte,2,"HDFS 222, HDFS 224","Field-based experiences in a school, agency or family setting with children, kindergarten through second grade and discussion. Observation, instruction, and assessment of children. Collaboration with school, community, and families in order to support ongoing work in the setting."
HDFS435,Programs for Children with Exceptionalities,3,"HDFS 222, HDFS 432","Philosophy, organization, and operation of programs for children with exceptionalities. Focus on teaching in inclusive settings, and implementing developmentally appropriate practices. Addresses parent-professional partnerships, characteristics of specific disabilities and related interventions, IEP process, adaptation strategies, and positioning and handling techniques."
HDFS436,Practicum I in Early Childhood Development,4,"HDFS 222, HDFS 224",Description not available.
HDFS437,Practicum II in Early Childhood Development,4,HDFS 436,Description not available.
HDFS438,Leadership Development in Human Sexuality,3,HDFS 401,"Seminar/practicum for organizing and leading discussion groups in human sexuality. Trains group leaders to facilitate effective communication skills & responsible sexual decisions, integrating research & theories with individual relationships & family life experiences."
HDFS441,Adv Inclus Curric in Early Childhood 1,3,No prerequisites.,"Advanced study and application of child outcome assessment, using assessment to guide curriculum planning, using technology to support curriculum and teaching of English/Language Arts, Math, Science, Social Studies and the arts and social/emotional and fine and gross motor development."
HDFS442,Adv Incl Curriculum in Early Childhood II,3,"HDFS 441, EDUC 400","Continuation of advanced study and application of child outcomes assessment, using assessment to guide curriculum planning, using technology to support curriculum and teaching of English/Language Arts, Math, Science, Social Studies and the arts and social/emotional, fine and gross motor development."
HDFS445,"Family, Community and School Partnerships",3,No prerequisites.,"Explores the importance of families in the development, care, and education of young children. Building partnerships among families, agencies, schools, and communities is examined, including theory, research, case studies, program models, diversity in families, and community resources."
HDFS449,Internship,0,No prerequisites.,"Practical, on-the-job experience at a site consistent with the student’s career interests and goals."
HDFS456,Professional Development and Supervision,3,No prerequisites.,"Theory and evidence-based practices in professional development and supervision in human services, school-age and early care and education settings. Emphasis on principles of adult development and learning and continuous growth through reflective practices and communities of practice."
HDFS465,Internship Seminar,3,No prerequisites.,Discusses professional development topics and includes critical reflection of the student’s internship experience and professional goals.
HDFS466,Independent Study,2,No prerequisites.,Description not available.
HDFS467,SEMINAR,2,No prerequisites.,Description not available.
HDFS470,Families and Children at Risk,3,"HDFS 201, HDFS 220, HDFS 221","Study of social-emotional considerations of disabilities and risk factors upon development of children and families. Theory, research, and practices discussed with emphasis on family-professional collaboration, empowerment, family-focused practice, and cultural sensitivity."
HDFS472,Substance Use Disorders and the Family,3,No prerequisites.,"Provide an overview of substance abuse, with an emphasis on how it affects the family. Topics include definitions and trends, the physiological effects of substances, the psychological effects of substances, children of parents with substance use disorders, prevention, and intervention."
HDFS475,Topics in Human Development and Family Studies,3,No prerequisites.,Selected topics focusing on current issues affecting families from an interdisciplinary and global perspective.
HDFS480,Student Teaching Seminar,2,No prerequisites.,Discussion-oriented and problem-centered seminar with emphasis on the role and contributions of the early childhood education professional.
HDFS481,Honors Capstone Student Teaching Seminar,3,No prerequisites.,Discussion-oriented and problem-solving seminar with emphasis on role and contributions of the early childhood education professional. Includes introduction to teachers as researchers and completion of public presentation.
HDFS490,Community Empowerment through Entrepreneurship,3,No prerequisites.,"Focus on an emerging form of entrepreneurship which focuses on integrating the physical and social capital of communities with economic considerations and possibilities. Topics will include strengths based approaches to community development, the mobilization of community members, stakeholder participation, multi-party collaborations, and advocacy. Identifying social capital, encouraging local community empowerment in urban and rural areas, and increasing and leveraging education, training and capacity will be covered."
ITAL105,Italian ,4,No prerequisites.,"Introduction to the Italian language and development of speaking, listening, reading and writing skills through the use of basic texts."
ITAL106,Italian I,4,ITAL 105,"Completion of basic Italian. Increasing mastery of the basic skills of speaking, listening, reading and writing."
ITAL107,Italian II,4,ITAL 106,"Review of grammar, continued practice in speaking and writing, reading texts of average difficulty."
ITAL166,SPECIAL PROBLEM,4,No prerequisites.,Description not available.
ITAL167,SEMINAR,6,No prerequisites.,Description not available.
